time,ISIN,bidprice0,askprice0,bidsize0,asksize0
2020.04.30D12:00:57.166205868,LOM0_C1050,8.13,8.31,7,5
2020.04.30D12:00:57.166210824,LOM0_C1100,7.71,7.87,7,5
2020.04.30D12:00:57.166218069,LOM0_C1150,7.27,7.44,2,13
2020.04.30D12:00:57.166221047,LOM0_C1200,6.84,7.01,8,13
2020.04.30D12:00:57.166225503,LOM0_C1300,6.01,6.18,14,14
2020.04.30D12:00:57.166229744,LOM0_C1400,5.23,5.4,14,14
2020.04.30D12:00:57.166234053,LOM0_C1450,4.85,5.02,14,14
2020.04.30D12:00:57.166238137,LOM0_C1500,4.48,4.65,7,5
2020.04.30D12:00:57.166242313,LOM0_C1650,3.44,3.57,13,6
2020.04.30D12:00:57.166246509,LOM0_C1700,3.17,3.25,2,12
2020.04.30D12:00:57.166261589,LOM0_P1150,1.34,1.42,18,23
2020.04.30D12:00:57.166265128,LOM0_P1350,1.69,1.76,14,11
2020.04.30D12:00:57.166269555,LOM0_P700,0.82,0.91,13,9
2020.04.30D12:00:57.166277708,LOM0_P1700,2.7,2.78,6,15
2020.04.30D12:00:57.166299892,LOM0_C2700,0.3,0.34,10,4
2020.04.30D12:00:57.166303642,LOM0_C3300,0.12,0.16,12,5
2020.04.30D12:00:57.166410999,LOM0_P700,0.82,0.91,13,4
2020.04.30D12:00:57.167622287,LOM0_P1700,2.7,2.78,6,10
2020.04.30D12:00:57.167631661,LOM0_C1100,7.71,7.87,7,6
2020.04.30D12:00:57.167634711,LOM0_C1150,7.27,7.44,1,13
2020.04.30D12:00:57.167638799,LOM0_C1000,8.58,8.75,6,6
2020.04.30D12:00:57.167642951,LOM0_P1350,1.69,1.76,19,11
2020.04.30D12:00:57.167647169,LOM0_P1600,2.34,2.42,17,11
2020.04.30D12:00:57.167651282,LOM0_C1050,8.13,8.31,7,6
2020.04.30D12:00:57.167655612,LOM0_C1500,4.48,4.65,7,6
2020.04.30D12:00:57.167853709,LOM0_P1350,1.69,1.76,19,10
2020.04.30D12:00:57.167937400,LOM0_P1700,2.7,2.78,6,10
2020.04.30D12:00:57.168425986,LON0_C3750,0.22,0.3,32,23
2020.04.30D12:00:57.168748154,LON0_C3200,0.53,0.62,10,14
2020.04.30D12:00:57.168751609,LON0_C2200,3.14,3.26,8,18
2020.04.30D12:00:57.168755804,LON0_C2450,2.1,2.19,5,16
2020.04.30D12:00:57.168829593,LOM0_C1750,2.86,2.94,6,7
2020.04.30D12:00:57.168833457,LOM0_C2000,1.64,1.71,10,7
2020.04.30D12:00:57.168839752,LOM0_C2200,1.02,1.08,8,12
2020.04.30D12:00:57.168842752,LOM0_C2250,0.9,0.96,9,12
2020.04.30D12:00:57.168847037,LOM0_C2350,0.7,0.75,9,14
2020.04.30D12:00:57.168871653,LON0_P1200,1.76,1.85,14,26
2020.04.30D12:00:57.168875455,LON0_P1050,1.56,1.65,31,19
2020.04.30D12:00:57.168915183,LON0_C3750,0.22,0.3,32,23
2020.04.30D12:00:57.168953726,LON0_C3200,0.53,0.62,10,14
2020.04.30D12:00:57.168983041,LOM0_P1300,1.59,1.66,18,10
2020.04.30D12:00:57.169011773,LOM0_P1750,2.89,2.98,5,10
2020.04.30D12:00:57.169385671,LOM0_C2250,0.9,0.96,9,18
2020.04.30D12:00:57.169903992,LON0_C3900,0.21,0.25,3,21
2020.04.30D12:00:57.169950308,LOM0_C1750,2.86,2.94,6,7
2020.04.30D12:00:57.169954105,LOM0_C1550,4.13,4.25,5,6
2020.04.30D12:00:57.170022751,LOM0_P1800,3.1,3.2,5,5
2020.04.30D12:00:57.170026451,LOM0_C2100,1.29,1.37,16,14
2020.04.30D12:00:57.170044157,LON0_C2150,3.4,3.53,5,32
2020.04.30D12:00:57.170190632,LON0_C2700,1.34,1.45,12,18
2020.04.30D12:00:57.170749365,LON0_C2000,4.22,4.42,5,18
2020.04.30D12:00:57.170752538,LOM0_C2050,1.46,1.54,5,17
2020.04.30D12:00:57.170801842,LOM0_C1850,2.32,2.4,3,18
2020.04.30D12:00:57.170805549,LOM0_P1550,2.18,2.25,36,2
2020.04.30D12:00:57.170819650,LOM0_P1550,2.18,2.26,36,5
2020.04.30D12:00:57.170862848,LOM0_C2650,0.34,0.4,9,20
2020.04.30D12:00:57.170948971,LOM0_P1650,2.52,2.59,6,5
2020.04.30D12:00:57.170952334,LOM0_C2350,0.7,0.75,9,14
2020.04.30D12:00:57.170976544,LON0_P1650,2.64,2.74,12,8
2020.04.30D12:00:57.171504016,LON0_P1950,3.58,3.68,9,4
2020.04.30D12:00:57.171507786,LON0_P1800,3.06,3.17,11,16
2020.04.30D12:00:57.171965139,LOM0_C1900,2.07,2.15,9,11
2020.04.30D12:00:57.171968654,LOM0_P1550,2.18,2.26,36,5
2020.04.30D12:00:57.171972882,LOM0_P1500,2.05,2.12,7,9
2020.04.30D12:00:57.171997044,LON0_C2750,1.23,1.33,12,18
2020.04.30D12:00:57.172113145,LON0_P1650,2.64,2.74,12,3
2020.04.30D12:00:57.172116757,LOM0_P1550,2.18,2.26,36,5
2020.04.30D12:00:57.173727533,LOM0_C1100,7.71,7.87,1,6
2020.04.30D12:00:57.173732039,LOM0_P1900,3.59,3.89,5,8
2020.04.30D12:00:57.173736784,LOM0_P2050,4.46,4.87,6,7
2020.04.30D12:00:57.173741229,LOM0_P2100,4.78,5.23,13,7
2020.04.30D12:00:57.173745415,LOM0_P2150,5.13,5.6,12,6
2020.04.30D12:00:57.173749592,LOM0_P2200,5.49,5.95,12,6
2020.04.30D12:00:57.173793562,LON0_C2200,3.14,3.26,8,18
2020.04.30D12:00:57.173797311,LON0_P1300,1.91,2,29,8
2020.04.30D12:00:57.174993474,LOM0_P1900,3.59,3.89,5,9
2020.04.30D12:00:57.174996706,LOM0_P2050,4.46,4.87,6,8
2020.04.30D12:00:57.175000969,LOM0_P2100,4.78,5.23,13,8
2020.04.30D12:00:57.175005407,LOM0_P2150,5.13,5.6,12,7
2020.04.30D12:00:57.175009807,LOM0_P2200,5.49,5.95,12,7
2020.04.30D12:00:57.175193466,LOM0_C1100,7.71,7.86,1,6
2020.04.30D12:00:57.175202977,LOM0_C1300,6.01,6.18,7,14
2020.04.30D12:00:57.175205942,LOM0_C1400,5.23,5.4,7,14
2020.04.30D12:00:57.175209970,LOM0_C1450,4.85,5.02,7,14
2020.04.30D12:00:57.175214217,LOM0_C1500,4.48,4.64,7,8
2020.04.30D12:00:57.175218202,LOM0_C1550,4.13,4.25,5,6
2020.04.30D12:00:57.175222387,LOM0_P1550,2.18,2.26,36,5
2020.04.30D12:00:57.175352777,LOM0_C1650,3.44,3.57,6,6
2020.04.30D12:00:57.175356242,LOM0_P1900,3.59,3.89,5,1
2020.04.30D12:00:57.175360635,LOM0_P2050,4.46,4.87,6,1
2020.04.30D12:00:57.175364637,LOM0_P2100,4.78,5.23,13,1
2020.04.30D12:00:57.175368655,LOM0_P2150,5.13,5.6,12,1
2020.04.30D12:00:57.175450417,LOM0_C1200,6.84,7.01,2,13
2020.04.30D12:00:57.175453832,LOM0_C1250,6.42,6.59,2,13
2020.04.30D12:00:57.175458153,LOM0_P1950,3.86,4.29,5,6
2020.04.30D12:00:57.175462279,LOM0_P2000,4.15,4.59,5,6
2020.04.30D12:00:57.175466229,LOM0_P2200,5.49,5.95,12,1
2020.04.30D12:00:57.176489230,LOM0_C1400,5.23,5.4,6,14
2020.04.30D12:00:57.176492693,LOM0_C1450,4.85,5.02,6,14
2020.04.30D12:00:57.176497129,LOM0_C1100,7.71,7.86,1,7
2020.04.30D12:00:57.176501669,LOM0_C1500,4.48,4.64,7,9
2020.04.30D12:00:57.178506251,LOM0_C200,14.9,0,1,0
2020.04.30D12:00:57.178510403,LON0_C200,17.44,0,1,0
2020.04.30D12:00:57.178515196,LON0_C350,15.82,0,1,0
2020.04.30D12:00:57.178659803,LON0_C2000,4.22,4.42,5,18
2020.04.30D12:00:57.178895909,LOM0_P1250,1.49,1.57,35,9
2020.04.30D12:00:57.179894295,LOM0_P1100,1.28,1.33,14,2
2020.04.30D12:00:57.183351087,LOM0_C1300,6.01,6.18,7,14
2020.04.30D12:00:57.183355128,LOM0_C1400,5.23,5.4,6,14
2020.04.30D12:00:57.183359474,LOM0_C1450,4.85,5.02,6,14
2020.04.30D12:00:57.183363858,LOM0_C1550,4.13,4.25,5,6
2020.04.30D12:00:57.186895080,LOM0_C100,15.95,0,1,0
2020.04.30D12:00:57.186899646,LOM0_C300,13.95,0,1,0
2020.04.30D12:00:57.186904301,LOM0_C350,13.49,0,1,0
2020.04.30D12:00:57.186908887,LOM0_C400,13.03,0,1,0
2020.04.30D12:00:57.186913422,LOM0_C450,12.57,0,1,0
2020.04.30D12:00:57.186917726,LON0_C250,16.83,0,1,0
2020.04.30D12:00:57.186921935,LON0_C300,16.31,0,1,0
2020.04.30D12:00:57.186926158,LON0_C450,14.85,0,1,0
2020.04.30D12:00:57.187039462,LON0_P1450,2.18,2.27,26,3
2020.04.30D12:00:57.187043478,LON0_P1550,2.39,2.49,26,3
2020.04.30D12:00:57.187048189,LON0_C2200,3.14,3.26,8,18
2020.04.30D12:00:57.187469128,LOM0_P4000,21.54,23.67,1,1
2020.04.30D12:00:57.187472794,LOM0_P4050,22.04,24.17,1,1
2020.04.30D12:00:57.187477269,LOM0_P4400,25.52,0,1,0
2020.04.30D12:00:57.187481800,LOM0_P5000,31.5,0,1,0
2020.04.30D12:00:57.196817012,LOM0_P1700,2.7,2.78,6,8
2020.04.30D12:00:57.196838208,LOM0_C1750,2.86,2.94,4,7
2020.04.30D12:00:57.197299054,LOM0_C1950,1.85,1.93,4,17
2020.04.30D12:00:57.197337849,LON0_C2300,2.69,2.79,5,14
2020.04.30D12:00:57.197951908,LOM0_P1900,3.59,3.89,5,2
2020.04.30D12:00:57.197955699,LOM0_P2200,5.49,5.95,12,2
2020.04.30D12:00:57.197960290,LOM0_P2050,4.46,4.87,6,2
2020.04.30D12:00:57.197964664,LOM0_P2100,4.78,5.23,13,2
2020.04.30D12:00:57.197969074,LOM0_C150,15.4,0,1,0
2020.04.30D12:00:57.197973406,LOM0_C250,14.42,0,1,0
2020.04.30D12:00:57.197977495,LOM0_P4000,21.54,23.68,1,1
2020.04.30D12:00:57.197981513,LOM0_P4050,22.04,24.18,1,1
2020.04.30D12:00:57.197985536,LON0_C500,14.38,0,1,0
2020.04.30D12:00:57.197989761,LON0_C600,13.48,0,1,0
2020.04.30D12:00:57.198098441,LOM0_C1500,4.48,4.64,7,9
2020.04.30D12:00:57.198101897,LOM0_P4050,22.04,24.18,1,1
2020.04.30D12:00:57.198108161,LOM0_P4100,22.53,24.67,1,1
2020.04.30D12:00:57.198110974,LOM0_P4550,27.01,0,1,0
2020.04.30D12:00:57.198197890,LON0_C2350,2.48,2.58,5,14
2020.04.30D12:00:57.198201263,LON0_C2150,3.4,3.53,5,32
2020.04.30D12:00:57.198205690,LON0_P1650,2.64,2.74,12,3
2020.04.30D12:00:57.198209927,LOM0_C1100,7.7,7.86,6,7
2020.04.30D12:00:57.198213892,LOM0_C2200,1.02,1.08,8,12
2020.04.30D12:00:57.198217996,LOM0_C1150,7.26,7.44,7,13
2020.04.30D12:00:57.198221907,LOM0_P1550,2.18,2.26,36,5
2020.04.30D12:00:57.198505443,LOM0_C1100,7.7,7.86,6,7
2020.04.30D12:00:57.198508599,LOM0_C1050,8.13,8.31,7,7
2020.04.30D12:00:57.198512755,LOM0_C1000,8.58,8.75,6,7
2020.04.30D12:00:57.199399990,LOM0_C1050,8.13,8.31,6,7
2020.04.30D12:00:57.199403291,LON0_C2150,3.36,3.53,23,32
2020.04.30D12:00:57.199407666,LOM0_C1100,7.7,7.86,6,7
2020.04.30D12:00:57.203890011,LOM0_P2150,5.13,5.6,12,2
2020.04.30D12:00:57.203929427,LOM0_C2200,1.02,1.08,8,12
2020.04.30D12:00:57.203938585,LOM0_C2350,0.7,0.75,9,14
2020.04.30D12:00:57.203992347,LOM0_C1500,4.48,4.64,7,10
2020.04.30D12:00:57.204129049,LOM0_C2250,0.9,0.96,13,18
2020.04.30D12:00:57.204132434,LON0_C2000,4.22,4.42,5,18
2020.04.30D12:00:57.204136679,LOM0_C1750,2.86,2.94,4,7
2020.04.30D12:00:57.204140968,LOM0_C2000,1.64,1.71,10,7
2020.04.30D12:00:57.204363576,LOM0_C1100,7.7,7.86,6,8
2020.04.30D12:00:57.215848354,LON0_C550,13.92,0,1,0
2020.04.30D12:00:57.215957583,LON0_C2000,4.22,4.42,5,18
2020.04.30D12:00:57.215960923,LOM0_C2350,0.7,0.75,9,14
2020.04.30D12:00:57.216974696,LON0_C2300,2.69,2.79,5,14
2020.04.30D12:00:57.230652267,LOM0_C2350,0.7,0.75,9,14
2020.04.30D12:00:57.230698386,LON0_C2000,4.22,4.42,5,18
2020.04.30D12:00:57.230812721,LOM0_C2350,0.7,0.75,9,14
2020.04.30D12:00:57.232218696,LON0_C2000,4.22,4.42,5,18
2020.04.30D12:00:57.236568399,LOM0_P2100,5.05,5.23,1,2
2020.04.30D12:00:57.237914005,LOM0_P2100,5.05,5.23,1,2
2020.04.30D12:00:57.237927497,LOM0_P2100,4.78,5.23,13,2
2020.04.30D12:00:57.245482491,LOM0_C2000,1.64,1.71,10,7
2020.04.30D12:00:57.247199479,LON0_C2000,4.22,4.42,5,18
2020.04.30D12:00:57.278550120,LOM0_P1850,3.34,3.44,10,5
2020.04.30D12:00:57.278553529,LOM0_P1600,2.34,2.42,31,11
2020.04.30D12:00:57.278625296,LON0_P2050,3.97,4.08,28,5
2020.04.30D12:00:57.278628707,LON0_P1900,3.4,3.5,11,8
2020.04.30D12:00:57.278633345,LON0_P1750,2.91,3.02,29,20
2020.04.30D12:00:57.278637437,LON0_C2550,1.77,1.86,5,16
2020.04.30D12:00:57.278735526,LOM0_P1300,1.59,1.66,33,10
2020.04.30D12:00:57.278751509,LON0_P950,1.45,1.54,15,19
2020.04.30D12:00:57.278802976,LOM0_C3400,0.11,0.14,3,5
2020.04.30D12:00:57.278858274,LON0_C3350,0.41,0.49,10,10
2020.04.30D12:00:57.279016796,LOM0_C3850,0.06,0.08,6,28
2020.04.30D12:00:57.279020206,LOM0_C4800,0.02,0.04,7,24
2020.04.30D12:00:57.279112120,LON0_C4700,0.1,0.13,22,5
2020.04.30D12:00:57.279334512,LOM0_P1150,1.34,1.42,32,23
2020.04.30D12:00:57.279499468,LON0_P950,1.45,1.54,22,19
2020.04.30D12:00:57.279580988,LOM0_P1850,3.34,3.44,10,5
2020.04.30D12:00:57.279791473,LOM0_C1200,6.84,7.01,2,13
2020.04.30D12:00:57.279794870,LOM0_C1650,3.44,3.57,6,6
2020.04.30D12:00:57.279799090,LOM0_C2650,0.34,0.4,9,20
2020.04.30D12:00:57.289132900,LON0_P1600,2.55,2.61,3,5
2020.04.30D12:00:57.289154833,LOM0_P1300,1.59,1.66,36,7
2020.04.30D12:00:57.289158960,LOM0_C2250,0.9,0.96,13,18
2020.04.30D12:00:57.289171562,LOM0_C2700,0.3,0.34,10,4
2020.04.30D12:00:57.289175758,LOM0_P1600,2.34,2.42,31,8
2020.04.30D12:00:57.289246827,LON0_P1600,2.55,2.62,3,16
2020.04.30D12:00:57.289538011,LOM0_P1050,1.21,1.27,18,9
2020.04.30D12:00:57.289546770,LOM0_C2200,1.02,1.08,8,12
2020.04.30D12:00:57.289554989,LON0_C3000,0.81,0.86,1,21
2020.04.30D12:00:57.289559585,LON0_P2250,4.93,5.06,8,6
2020.04.30D12:00:57.289568038,LOM0_C2050,1.46,1.54,5,17
2020.04.30D12:00:57.290018557,LON0_P2300,5.2,5.34,8,6
2020.04.30D12:00:57.290037415,LON0_P2350,5.49,5.63,8,6
2020.04.30D12:00:57.290041802,LOM0_P1650,2.52,2.59,10,1
2020.04.30D12:00:57.290050636,LOM0_C1900,2.07,2.15,5,11
2020.04.30D12:00:57.290237873,LON0_P1750,2.91,3.02,29,17
2020.04.30D12:00:57.290242080,LOM0_P1750,2.89,2.98,5,6
2020.04.30D12:00:57.290246390,LOM0_P1700,2.7,2.78,10,8
2020.04.30D12:00:57.290250384,LON0_C2450,2.1,2.19,5,16
2020.04.30D12:00:57.290258593,LOM0_C1700,3.17,3.25,2,12
2020.04.30D12:00:57.290262821,LOM0_C1750,2.85,2.94,7,7
2020.04.30D12:00:57.290271233,LON0_P1900,3.4,3.5,11,8
2020.04.30D12:00:57.290279740,LON0_P2100,4.19,4.3,9,4
2020.04.30D12:00:57.290587659,LON0_C2550,1.77,1.86,5,16
2020.04.30D12:00:57.290608652,LON0_P1950,3.58,3.68,9,4
2020.04.30D12:00:57.290621313,LOM0_C1800,2.59,2.67,3,17
2020.04.30D12:00:57.290646214,LOM0_P1650,2.52,2.6,10,12
2020.04.30D12:00:57.290789444,LOM0_P1900,3.59,3.88,5,4
2020.04.30D12:00:57.290793726,LOM0_P2050,4.46,4.86,6,4
2020.04.30D12:00:57.290797827,LOM0_P2150,5.13,5.59,12,4
2020.04.30D12:00:57.290801998,LOM0_P2100,4.78,5.22,13,4
2020.04.30D12:00:57.290806246,LOM0_P2200,5.49,5.94,12,4
2020.04.30D12:00:57.290814526,LOM0_C1700,3.17,3.25,2,12
2020.04.30D12:00:57.291318402,LOM0_C1800,2.59,2.67,3,17
2020.04.30D12:00:57.291321894,LOM0_C1900,2.07,2.15,5,16
2020.04.30D12:00:57.291326294,LOM0_P1750,2.89,2.98,10,6
2020.04.30D12:00:57.291330471,LOM0_C1750,2.85,2.94,7,7
2020.04.30D12:00:57.291334505,LOM0_P1900,3.59,3.88,5,5
2020.04.30D12:00:57.291338574,LOM0_P2050,4.46,4.86,6,5
2020.04.30D12:00:57.291346352,LOM0_P2150,5.13,5.59,12,5
2020.04.30D12:00:57.291349859,LOM0_P2100,4.78,5.22,13,5
2020.04.30D12:00:57.291354390,LOM0_P2200,5.49,5.94,12,5
2020.04.30D12:00:57.291389185,LOM0_P1900,3.59,3.88,5,6
2020.04.30D12:00:57.291392507,LOM0_P2200,5.49,5.94,12,6
2020.04.30D12:00:57.291396762,LOM0_P2050,4.46,4.86,6,6
2020.04.30D12:00:57.291401096,LOM0_P2100,4.78,5.22,13,6
2020.04.30D12:00:57.291685242,LOM0_P2150,5.13,5.59,12,6
2020.04.30D12:00:57.301044686,LOM0_C1700,3.16,3.25,2,12
2020.04.30D12:00:57.301065986,LOM0_P1650,2.52,2.6,10,11
2020.04.30D12:00:57.301095481,LOM0_C1800,2.58,2.67,3,17
2020.04.30D12:00:57.301126370,LOM0_C2200,1.01,1.08,9,12
2020.04.30D12:00:57.301144592,LOM0_C2350,0.68,0.75,9,14
2020.04.30D12:00:57.301312055,LOM0_C2350,0.68,0.75,9,14
2020.04.30D12:00:57.301597264,LOM0_C2350,0.68,0.75,15,14
2020.04.30D12:00:57.301638544,LOM0_C2200,1.01,1.08,13,12
2020.04.30D12:00:57.316134061,LOM0_P2500,7.94,8.11,4,2
2020.04.30D12:00:57.317365417,LOM0_P2500,7.94,8.11,5,1
2020.04.30D12:00:57.319075715,LOM0_P2500,7.94,8.11,6,1
2020.04.30D12:00:57.319735143,LOM0_P2500,7.94,8.12,6,2
2020.04.30D12:00:57.368728014,LOM0_C1700,3.16,3.25,3,12
2020.04.30D12:00:57.378529253,LOM0_P1350,1.69,1.76,34,10
2020.04.30D12:00:57.405178583,LOM0_C2150,1.15,1.22,12,17
2020.04.30D12:00:57.405182653,LOM0_P1100,1.28,1.33,14,2
2020.04.30D12:00:57.405211007,LON0_P2050,3.97,4.08,28,1
2020.04.30D12:00:57.405214335,LON0_P2100,4.19,4.3,9,1
2020.04.30D12:00:57.405244775,LOM0_P1500,2.05,2.12,7,7
2020.04.30D12:00:57.405309682,LON0_P1150,1.72,1.78,4,22
2020.04.30D12:00:57.405313122,LON0_P1200,1.76,1.85,14,21
2020.04.30D12:00:57.405479183,LOM0_C2150,1.15,1.22,8,17
2020.04.30D12:00:57.405482985,LON0_P1350,1.99,2.08,27,3
2020.04.30D12:00:57.405510465,LOM0_C2250,0.9,0.96,9,18
2020.04.30D12:00:57.405513542,LON0_P1600,2.55,2.62,3,12
2020.04.30D12:00:57.405599924,LOM0_C1000,8.58,8.75,1,7
2020.04.30D12:00:57.405603399,LOM0_C1100,7.7,7.86,1,8
2020.04.30D12:00:57.405607669,LOM0_C1300,6.01,6.18,2,14
2020.04.30D12:00:57.405611868,LOM0_C1350,5.62,5.78,2,9
2020.04.30D12:00:57.405615860,LOM0_C1400,5.23,5.4,1,14
2020.04.30D12:00:57.405619928,LOM0_C1650,3.44,3.57,6,6
2020.04.30D12:00:57.405854715,LON0_P2150,4.42,4.55,9,6
2020.04.30D12:00:57.405858445,LON0_C1850,5.15,5.36,6,12
2020.04.30D12:00:57.405862898,LON0_C1650,6.55,6.78,2,12
2020.04.30D12:00:57.405871384,LOM0_P1350,1.69,1.76,34,10
2020.04.30D12:00:57.405904773,LOM0_P1850,3.34,3.44,10,5
2020.04.30D12:00:57.405937873,LON0_C1800,5.49,5.69,6,12
2020.04.30D12:00:57.406043251,LOM0_P1700,2.7,2.78,10,8
2020.04.30D12:00:57.406311237,LOM0_C1700,3.16,3.25,2,12
2020.04.30D12:00:57.406314648,LOM0_C1900,2.07,2.15,5,16
2020.04.30D12:00:57.406318844,LOM0_C1950,1.85,1.93,4,17
2020.04.30D12:00:57.406323140,LON0_C1950,4.52,4.72,5,18
2020.04.30D12:00:57.406327480,LON0_C2250,2.91,3.02,5,17
2020.04.30D12:00:57.406331414,LON0_P1700,2.77,2.88,11,17
2020.04.30D12:00:57.406335590,LON0_P1750,2.91,3.02,29,14
2020.04.30D12:00:57.406347590,LON0_P1250,1.83,1.92,32,3
2020.04.30D12:00:57.406351011,LON0_P1300,1.91,2,29,3
2020.04.30D12:00:57.406457310,LOM0_C2800,0.26,0.3,3,3
2020.04.30D12:00:57.407068687,LOM0_C1850,2.32,2.4,3,18
2020.04.30D12:00:57.407072370,LOM0_C1350,5.62,5.78,1,9
2020.04.30D12:00:57.407076672,LOM0_C1500,4.48,4.64,6,10
2020.04.30D12:00:57.407080920,LOM0_P1850,3.34,3.44,10,5
2020.04.30D12:00:57.407085011,LOM0_P1750,2.89,2.98,10,6
2020.04.30D12:00:57.407089275,LOM0_P1800,3.1,3.2,10,5
2020.04.30D12:00:57.407093370,LOM0_C1100,7.7,7.86,1,8
2020.04.30D12:00:57.407097659,LOM0_C1600,3.78,3.9,5,6
2020.04.30D12:00:57.407101756,LOM0_P1900,3.59,3.88,6,6
2020.04.30D12:00:57.407105959,LON0_C1850,5.15,5.36,6,17
2020.04.30D12:00:57.407109846,LON0_C1650,6.55,6.78,2,13
2020.04.30D12:00:57.407114091,LON0_C1800,5.49,5.69,6,17
2020.04.30D12:00:57.407118183,LOM0_P2000,4.15,4.59,6,6
2020.04.30D12:00:57.407898281,LOM0_P1950,3.86,4.29,6,6
2020.04.30D12:00:57.408233401,LON0_P2200,4.67,4.8,8,6
2020.04.30D12:00:57.409458607,LON0_C1950,4.52,4.71,5,12
2020.04.30D12:00:57.409462857,LON0_C1900,4.83,5.03,6,12
2020.04.30D12:00:57.410692904,LON0_C1950,4.52,4.71,5,17
2020.04.30D12:00:57.410696228,LON0_C1900,4.83,5.03,6,17
2020.04.30D12:00:57.412994239,LOM0_C1250,6.42,6.58,2,6
2020.04.30D12:00:57.412997768,LOM0_C1300,6.01,6.18,2,14
2020.04.30D12:00:57.413002076,LOM0_C1400,5.23,5.4,1,14
2020.04.30D12:00:57.413006350,LOM0_C1450,4.85,5.02,6,14
2020.04.30D12:00:57.413010507,LOM0_C1550,4.13,4.25,5,6
2020.04.30D12:00:57.413014706,LOM0_P1950,3.86,4.28,6,8
2020.04.30D12:00:57.413091636,LOM0_C1200,6.84,7.01,2,13
2020.04.30D12:00:57.413095095,LOM0_C1650,3.44,3.57,6,6
2020.04.30D12:00:57.413099351,LOM0_C2650,0.34,0.4,9,20
2020.04.30D12:00:57.413103576,LOM0_P1950,3.86,4.29,6,6
2020.04.30D12:00:57.413107609,LOM0_P2200,5.5,5.94,6,6
2020.04.30D12:00:57.414189229,LOM0_C1250,6.42,6.58,2,7
2020.04.30D12:00:57.414193193,LOM0_P2200,5.5,5.94,7,6
2020.04.30D12:00:57.416013664,LOM0_P1650,2.52,2.6,7,11
2020.04.30D12:00:57.416016965,LOM0_C2250,0.9,0.96,9,12
2020.04.30D12:00:57.416304128,LOM0_C1000,8.58,8.75,1,7
2020.04.30D12:00:57.416307645,LOM0_C1100,7.7,7.86,1,8
2020.04.30D12:00:57.416311908,LOM0_C1300,6.01,6.18,2,14
2020.04.30D12:00:57.416316158,LOM0_C1400,5.23,5.4,1,14
2020.04.30D12:00:57.416320547,LOM0_C1650,3.44,3.57,6,6
2020.04.30D12:00:57.416621086,LOM0_P1650,2.52,2.6,7,6
2020.04.30D12:00:57.416907876,LOM0_P1350,1.69,1.76,19,10
2020.04.30D12:00:57.416911538,LOM0_P1750,2.89,2.98,10,6
2020.04.30D12:00:57.416915729,LOM0_P1600,2.34,2.42,17,8
2020.04.30D12:00:57.416994779,LOM0_P1350,1.69,1.76,19,10
2020.04.30D12:00:57.417026660,LOM0_P1300,1.59,1.66,21,7
2020.04.30D12:00:57.417240186,LON0_C4700,0.1,0.13,22,5
2020.04.30D12:00:57.417347986,LON0_P2050,3.97,4.08,9,1
2020.04.30D12:00:57.417351501,LON0_P1900,3.4,3.5,11,8
2020.04.30D12:00:57.417355949,LON0_P1750,2.91,3.02,11,14
2020.04.30D12:00:57.417360101,LON0_C2550,1.77,1.86,5,16
2020.04.30D12:00:57.417377787,LON0_P950,1.45,1.54,7,19
2020.04.30D12:00:57.417409108,LOM0_C4800,0.02,0.04,7,24
2020.04.30D12:00:57.417432313,LON0_C3350,0.41,0.49,10,10
2020.04.30D12:00:57.417889275,LOM0_P1650,2.52,2.6,7,6
2020.04.30D12:00:57.417892470,LOM0_P1600,2.34,2.42,17,8
2020.04.30D12:00:57.418278204,LOM0_C200,14.89,0,1,0
2020.04.30D12:00:57.418281567,LON0_C350,15.81,0,1,0
2020.04.30D12:00:57.421033852,LOM0_C2000,1.64,1.71,10,7
2020.04.30D12:00:57.421037214,LOM0_C2250,0.9,0.96,9,12
2020.04.30D12:00:57.421041840,LOM0_C500,12.1,0,1,0
2020.04.30D12:00:57.421046170,LOM0_P4100,22.53,24.68,1,1
2020.04.30D12:00:57.422270044,LOM0_C2000,1.64,1.71,10,7
2020.04.30D12:00:57.431778574,LON0_C1650,6.55,6.78,2,14
2020.04.30D12:00:57.431782056,LON0_C1800,5.49,5.69,6,17
2020.04.30D12:00:57.431786289,LON0_C1850,5.15,5.36,6,18
2020.04.30D12:00:57.431957970,LOM0_C1700,3.16,3.25,3,12
2020.04.30D12:00:57.431961603,LOM0_C1950,1.85,1.93,4,17
2020.04.30D12:00:57.431965835,LON0_C1950,4.52,4.71,6,17
2020.04.30D12:00:57.431969994,LOM0_C1900,2.07,2.15,5,16
2020.04.30D12:00:57.431974041,LON0_P2050,3.97,4.09,9,5
2020.04.30D12:00:57.431978260,LON0_P2100,4.19,4.31,9,4
2020.04.30D12:00:57.431982348,LOM0_C1000,8.57,8.75,1,7
2020.04.30D12:00:57.431986536,LOM0_C1350,5.61,5.78,2,9
2020.04.30D12:00:57.431990484,LOM0_C1100,7.69,7.86,1,8
2020.04.30D12:00:57.431994561,LON0_P1700,2.77,2.88,11,17
2020.04.30D12:00:57.431998580,LON0_P1600,2.55,2.62,3,12
2020.04.30D12:00:57.432002754,LOM0_C2250,0.9,0.96,9,12
2020.04.30D12:00:57.432346385,LOM0_C1250,6.42,6.58,2,8
2020.04.30D12:00:57.432349829,LOM0_P2200,5.5,5.94,8,6
