time,ISIN,bidprice0,askprice0,bidsize0,asksize0
2020.04.30D12:00:57.433223427,LON0_P2050,3.97,4.09,9,5
2020.04.30D12:00:57.433240579,LOM0_C1000,8.57,8.75,1,7
2020.04.30D12:00:57.433244498,LOM0_C1100,7.69,7.86,2,8
2020.04.30D12:00:57.437168710,LON0_C1800,5.49,5.69,6,18
2020.04.30D12:00:57.437172115,LON0_P950,1.44,1.54,30,19
2020.04.30D12:00:57.437176562,LON0_C1900,4.83,5.03,6,18
2020.04.30D12:00:57.437180772,LON0_C1950,4.52,4.71,6,18
2020.04.30D12:00:57.437289711,LOM0_C2150,1.15,1.22,12,17
2020.04.30D12:00:57.437293251,LOM0_C1400,5.22,5.4,7,14
2020.04.30D12:00:57.440431072,LOM0_C5500,0.01,0.02,58,22
2020.04.30D12:00:57.441759148,LON0_C4900,0.09,0.12,3,8
2020.04.30D12:00:57.445455591,LOM0_C200,14.9,0,1,0
2020.04.30D12:00:57.445459709,LON0_C350,15.82,0,1,0
2020.04.30D12:00:57.453508417,LOM0_C500,12.11,0,1,0
2020.04.30D12:00:57.453512260,LOM0_P4100,22.53,24.67,1,1
2020.04.30D12:00:57.453599026,LOM0_C1000,8.56,8.75,7,7
2020.04.30D12:00:57.458227680,LOM0_C2250,0.9,0.96,13,12
2020.04.30D12:00:57.458232254,LON0_P1700,2.77,2.88,11,20
2020.04.30D12:00:57.469093470,LOM0_C2000,1.64,1.71,10,7
2020.04.30D12:00:57.469097329,LOM0_C2250,0.9,0.96,13,12
2020.04.30D12:00:57.471227361,LON0_C2450,2.1,2.19,5,16
2020.04.30D12:00:57.540872819,LOM0_P2200,5.51,5.94,4,6
2020.04.30D12:00:57.541316601,LOM0_P2200,5.51,5.94,5,6
2020.04.30D12:00:57.543566755,LOM0_P1500,2.05,2.12,7,7
2020.04.30D12:00:57.543575666,LOM0_P1500,2.05,2.12,6,7
2020.04.30D12:00:57.548015726,LOM0_P1500,2.05,2.12,6,9
2020.04.30D12:00:57.548052275,LOM0_C2000,1.64,1.71,10,9
2020.04.30D12:00:57.548086301,LOM0_P900,1.03,1.09,29,11
2020.04.30D12:00:57.548112374,LOM0_C2300,0.79,0.84,12,3
2020.04.30D12:00:57.548130852,LOM0_C2350,0.68,0.75,15,16
2020.04.30D12:00:57.548413650,LOM0_P1250,1.5,1.57,12,9
2020.04.30D12:00:57.548815368,LOM0_P1250,1.5,1.57,16,9
2020.04.30D12:00:57.549648057,LOM0_P1250,1.5,1.57,21,9
2020.04.30D12:00:57.578142478,LON0_C2250,2.91,3.02,5,17
2020.04.30D12:00:57.618273720,LOM0_C2050,1.46,1.54,5,17
2020.04.30D12:00:57.619050526,LOM0_C2050,1.46,1.54,5,17
2020.04.30D12:00:57.641429645,LON0_P2250,4.93,5.06,8,1
2020.04.30D12:00:57.641434235,LON0_P2150,4.42,4.55,9,1
2020.04.30D12:00:57.641439008,LON0_P2200,4.67,4.8,8,1
2020.04.30D12:00:57.641443534,LOM0_P1200,1.41,1.49,41,10
2020.04.30D12:00:57.641447825,LON0_C2300,2.68,2.79,8,14
2020.04.30D12:00:57.641451982,LON0_P2300,5.2,5.34,8,1
2020.04.30D12:00:57.641456044,LON0_P1950,3.58,3.68,9,4
2020.04.30D12:00:57.641460172,LON0_C2350,2.47,2.58,8,14
2020.04.30D12:00:57.641466572,LON0_P1850,3.23,3.33,11,13
2020.04.30D12:00:57.641469467,LOM0_P1900,3.59,3.88,5,6
2020.04.30D12:00:57.641473443,LOM0_P1750,2.89,2.98,10,6
2020.04.30D12:00:57.641477715,LOM0_P1800,3.1,3.2,10,5
2020.04.30D12:00:57.641481737,LOM0_C1600,3.78,3.9,6,6
2020.04.30D12:00:57.641653341,LON0_P2350,5.49,5.63,8,1
2020.04.30D12:00:57.662266045,LON0_P2250,4.93,5.07,8,6
2020.04.30D12:00:57.662270280,LON0_P2300,5.2,5.35,8,6
2020.04.30D12:00:57.662274892,LON0_P2200,4.67,4.81,8,8
2020.04.30D12:00:57.667736877,LON0_P2350,5.49,5.64,8,6
2020.04.30D12:00:57.667740864,LON0_P2150,4.42,4.56,9,9
2020.04.30D12:00:57.713337091,LOM0_C2500,0.48,0.53,11,19
2020.04.30D12:00:57.713343263,LOM0_C2950,0.2,0.24,4,2
2020.04.30D12:00:57.713348675,LOM0_P1500,2.05,2.12,9,9
2020.04.30D12:00:57.713353169,LON0_P2200,4.67,4.81,8,6
2020.04.30D12:00:57.713365452,LOM0_P1700,2.7,2.78,10,4
2020.04.30D12:00:57.713369614,LON0_P2000,3.77,3.88,9,9
2020.04.30D12:00:57.713373742,LOM0_P1800,3.1,3.2,10,1
2020.04.30D12:00:57.713377838,LON0_C2350,2.47,2.58,5,14
2020.04.30D12:00:57.713385983,LON0_C2200,3.14,3.26,5,18
2020.04.30D12:00:57.715518826,LOM0_C3150,0.16,0.18,2,2
2020.04.30D12:00:57.715784202,LON0_C2100,3.66,3.79,5,11
2020.04.30D12:00:57.715787533,LON0_P2150,4.42,4.56,14,9
2020.04.30D12:00:57.715791813,LON0_P2000,3.77,3.88,9,9
2020.04.30D12:00:57.715796153,LON0_P1600,2.55,2.62,3,12
2020.04.30D12:00:57.715800376,LON0_C3000,0.81,0.86,1,21
2020.04.30D12:00:57.715893223,LON0_C3100,0.64,0.73,9,9
2020.04.30D12:00:57.716102490,LOM0_P950,1.1,1.15,4,9
2020.04.30D12:00:57.731374734,LOM0_P1800,3.1,3.21,10,10
2020.04.30D12:00:57.749419334,LOM0_P850,0.98,1.04,28,11
2020.04.30D12:00:57.749423766,LON0_C2750,1.23,1.33,7,18
2020.04.30D12:00:57.749428501,LON0_C3250,0.48,0.57,27,10
2020.04.30D12:00:57.749433165,LON0_C2900,0.93,1.03,7,17
2020.04.30D12:00:57.786633946,LOM0_C2000,1.64,1.71,10,9
2020.04.30D12:00:57.838776707,LOM0_P4050,22.03,24.18,1,1
2020.04.30D12:00:57.841704257,LOM0_C1850,2.32,2.4,3,18
2020.04.30D12:00:57.927341289,LON0_C3750,0.22,0.3,32,42
2020.04.30D12:00:57.927365306,LON0_C3900,0.21,0.25,3,21
2020.04.30D12:00:57.928151301,LOM0_C1800,2.58,2.67,3,17
2020.04.30D12:00:57.928154940,LOM0_P1800,3.1,3.21,25,10
2020.04.30D12:00:57.928159279,LOM0_P1550,2.18,2.26,36,5
2020.04.30D12:00:57.928163653,LOM0_C2100,1.29,1.37,16,14
2020.04.30D12:00:57.928286856,LON0_C3200,0.53,0.62,10,14
2020.04.30D12:00:57.928290192,LON0_C2150,3.36,3.52,23,14
2020.04.30D12:00:57.928294403,LON0_P2100,4.19,4.31,28,4
2020.04.30D12:00:57.928298685,LON0_C2200,3.14,3.26,5,18
2020.04.30D12:00:57.928302944,LON0_P1950,3.58,3.68,9,4
2020.04.30D12:00:57.928307201,LON0_P1800,3.06,3.17,11,16
2020.04.30D12:00:57.928311302,LON0_C2450,2.1,2.19,5,16
2020.04.30D12:00:57.928320615,LON0_C2700,1.34,1.45,12,18
2020.04.30D12:00:57.928323885,LON0_C2750,1.23,1.33,7,18
2020.04.30D12:00:57.928545621,LON0_P1300,1.91,2,29,3
2020.04.30D12:00:57.928943593,LON0_C2150,3.36,3.52,23,19
2020.04.30D12:00:57.928960731,LON0_C2150,3.36,3.52,23,20
2020.04.30D12:00:57.929370435,LOM0_C2950,0.2,0.24,7,2
2020.04.30D12:00:57.929379050,LON0_C3350,0.41,0.49,7,10
2020.04.30D12:00:57.929528937,LON0_C3350,0.4,0.49,27,10
2020.04.30D12:00:57.935370383,LOM0_P1000,1.16,1.21,11,10
2020.04.30D12:00:57.935892347,LON0_C2700,1.34,1.45,12,18
2020.04.30D12:00:57.994662434,LOM0_P2000,4.15,4.58,6,7
2020.04.30D12:00:57.995888909,LOM0_P2000,4.15,4.58,6,8
2020.04.30D12:00:58.005378698,LOM0_P2000,4.15,4.58,6,9
2020.04.30D12:00:58.055373900,LOM0_C1950,1.85,1.93,4,17
2020.04.30D12:00:58.055413465,LON0_C2300,2.68,2.79,8,14
2020.04.30D12:00:58.056054321,LON0_C2300,2.68,2.79,8,14
2020.04.30D12:00:58.118144446,LOM0_C2950,0.2,0.24,4,2
2020.04.30D12:00:58.118154454,LOM0_P2000,4.15,4.57,6,4
2020.04.30D12:00:58.118709733,LOM0_P2000,4.15,4.57,6,5
2020.04.30D12:00:58.119392229,LOM0_P2000,4.15,4.57,6,6
2020.04.30D12:00:58.175659477,LOM0_C2350,0.68,0.75,15,16
2020.04.30D12:00:58.210709633,LOM0_P1850,3.34,3.44,10,5
2020.04.30D12:00:58.210713024,LOM0_C1900,2.07,2.15,5,16
2020.04.30D12:00:58.210717317,LOM0_P1700,2.7,2.78,10,4
2020.04.30D12:00:58.210721720,LOM0_P1300,1.59,1.66,36,7
2020.04.30D12:00:58.210841046,LON0_P2050,3.97,4.09,28,5
2020.04.30D12:00:58.210844623,LON0_P950,1.45,1.54,15,19
2020.04.30D12:00:58.210849069,LON0_P1900,3.4,3.5,11,8
2020.04.30D12:00:58.210853260,LON0_P1850,3.23,3.33,11,13
2020.04.30D12:00:58.210857322,LON0_P1750,2.91,3.02,29,14
2020.04.30D12:00:58.210861413,LON0_P1700,2.77,2.88,29,20
2020.04.30D12:00:58.210865394,LON0_C2550,1.77,1.86,5,16
2020.04.30D12:00:58.210873487,LON0_C3350,0.4,0.49,27,10
2020.04.30D12:00:58.210973694,LON0_C3900,0.21,0.25,3,21
2020.04.30D12:00:58.211060860,LON0_P2050,3.97,4.09,24,5
2020.04.30D12:00:58.211076227,LOM0_C1850,2.32,2.4,3,18
2020.04.30D12:00:58.211109590,LOM0_C2100,1.29,1.37,11,14
2020.04.30D12:00:58.211277855,LOM0_C2800,0.26,0.3,3,3
2020.04.30D12:00:58.211321800,LON0_P1750,2.91,3.02,25,14
2020.04.30D12:00:58.211325095,LON0_P1700,2.77,2.88,25,20
2020.04.30D12:00:58.211329077,LON0_C2550,1.77,1.86,5,16
2020.04.30D12:00:58.211463499,LOM0_C2800,0.26,0.3,3,3
2020.04.30D12:00:58.211687166,LOM0_C1050,8.13,8.3,6,5
2020.04.30D12:00:58.211696775,LOM0_C1100,7.69,7.86,2,13
2020.04.30D12:00:58.211699934,LOM0_C1150,7.26,7.43,7,5
2020.04.30D12:00:58.211703978,LOM0_C1200,6.84,7,2,5
2020.04.30D12:00:58.211708096,LOM0_C1250,6.42,6.58,2,13
2020.04.30D12:00:58.211712156,LOM0_C1350,5.61,5.78,2,14
2020.04.30D12:00:58.211716326,LOM0_C1400,5.22,5.39,7,5
2020.04.30D12:00:58.211720462,LOM0_C1450,4.85,5.01,6,5
2020.04.30D12:00:58.211724604,LOM0_C1550,4.13,4.25,5,6
2020.04.30D12:00:58.211728661,LOM0_C1600,3.78,3.9,6,6
2020.04.30D12:00:58.211732823,LOM0_C1750,2.85,2.94,7,17
2020.04.30D12:00:58.211736802,LOM0_C1800,2.58,2.67,3,27
2020.04.30D12:00:58.211740944,LOM0_C1850,2.32,2.4,3,18
2020.04.30D12:00:58.211754433,LOM0_C2500,0.48,0.53,11,19
2020.04.30D12:00:58.211758246,LOM0_P650,0.78,0.87,14,4
2020.04.30D12:00:58.211950824,LOM0_C1800,2.58,2.67,3,27
2020.04.30D12:00:58.211954251,LOM0_P1550,2.18,2.26,36,5
2020.04.30D12:00:58.211987592,LON0_P1800,3.06,3.17,11,16
2020.04.30D12:00:58.212093164,LOM0_C2100,1.29,1.37,11,14
2020.04.30D12:00:58.212096445,LOM0_C1100,7.69,7.86,1,13
2020.04.30D12:00:58.212100769,LOM0_C1050,8.13,8.3,6,6
2020.04.30D12:00:58.212104868,LOM0_C1150,7.26,7.43,7,6
2020.04.30D12:00:58.212108944,LOM0_C1200,6.84,7,2,6
2020.04.30D12:00:58.212113109,LOM0_C1400,5.22,5.39,7,6
2020.04.30D12:00:58.212117125,LOM0_C1450,4.85,5.01,6,6
2020.04.30D12:00:58.222607660,LON0_C4700,0.1,0.13,22,5
2020.04.30D12:00:58.222611761,LON0_C4900,0.09,0.12,3,8
2020.04.30D12:00:58.238681705,LOM0_C1200,6.84,7,2,7
2020.04.30D12:00:58.238685169,LOM0_C1050,8.13,8.3,6,7
2020.04.30D12:00:58.238689707,LOM0_P4050,22.04,24.18,1,1
2020.04.30D12:00:58.243394137,LOM0_C1400,5.22,5.39,7,7
2020.04.30D12:00:58.243397564,LOM0_C1450,4.85,5.01,6,7
2020.04.30D12:00:58.243401642,LON0_P950,1.45,1.54,22,19
2020.04.30D12:00:58.243511997,LOM0_C1100,7.68,7.86,7,13
2020.04.30D12:00:58.243981053,LOM0_C1150,7.26,7.43,7,7
2020.04.30D12:00:58.301021729,LOM0_P1250,1.51,1.57,4,9
2020.04.30D12:00:58.301482617,LOM0_P1250,1.51,1.57,8,9
2020.04.30D12:00:58.316749131,LOM0_C1100,7.68,7.86,7,13
2020.04.30D12:00:58.316754974,LOM0_C1150,7.26,7.42,7,6
2020.04.30D12:00:58.316760367,LOM0_C1200,6.84,7,2,13
2020.04.30D12:00:58.316764857,LOM0_C1400,5.22,5.38,7,7
2020.04.30D12:00:58.316769449,LOM0_C1450,4.85,5,6,7
2020.04.30D12:00:58.318009783,LOM0_C1150,7.26,7.42,7,7
2020.04.30D12:00:58.318014377,LOM0_C1400,5.22,5.38,7,8
2020.04.30D12:00:58.318019299,LOM0_C1450,4.85,5,6,8
2020.04.30D12:00:58.352756108,LOM0_C1900,2.07,2.15,5,16
2020.04.30D12:00:58.352795230,LON0_P1850,3.23,3.33,11,13
2020.04.30D12:00:58.352798582,LON0_P1700,2.77,2.88,11,20
2020.04.30D12:00:58.353323485,LON0_P1750,2.91,3.02,11,14
2020.04.30D12:00:58.353575622,LOM0_C2150,1.15,1.22,12,12
2020.04.30D12:00:58.353578842,LOM0_P1700,2.7,2.78,7,4
2020.04.30D12:00:58.353609964,LON0_C2150,3.36,3.52,23,28
2020.04.30D12:00:58.354793606,LOM0_P1700,2.7,2.78,7,4
2020.04.30D12:00:58.355994142,LON0_P1900,3.4,3.5,11,8
2020.04.30D12:00:58.355997380,LON0_C3350,0.4,0.49,27,10
2020.04.30D12:00:58.356567913,LON0_P2200,4.67,4.81,8,8
2020.04.30D12:00:58.356572222,LON0_C2350,2.47,2.58,8,14
2020.04.30D12:00:58.356576533,LON0_P2000,3.77,3.88,9,9
2020.04.30D12:00:58.356580554,LON0_C2200,3.14,3.26,8,18
2020.04.30D12:00:58.356641605,LON0_C2150,3.36,3.52,23,14
2020.04.30D12:00:58.356645104,LON0_P2100,4.19,4.31,9,4
2020.04.30D12:00:58.356649324,LON0_P2050,3.97,4.09,9,5
2020.04.30D12:00:58.357116224,LOM0_C2000,1.64,1.71,10,9
2020.04.30D12:00:58.357119727,LOM0_P1300,1.59,1.66,21,7
2020.04.30D12:00:58.357135464,LON0_C2550,1.77,1.86,5,16
2020.04.30D12:00:58.357409372,LON0_P1950,3.58,3.68,9,4
2020.04.30D12:00:58.360687272,LON0_P950,1.45,1.54,7,19
2020.04.30D12:00:58.361212313,LON0_C4700,0.1,0.13,22,5
2020.04.30D12:00:58.365292458,LOM0_C1450,4.85,5,6,9
2020.04.30D12:00:58.366058574,LOM0_C1150,7.26,7.42,7,8
2020.04.30D12:00:58.366061952,LOM0_C1400,5.22,5.38,7,9
2020.04.30D12:00:58.372333941,LOM0_P1150,1.34,1.42,18,23
2020.04.30D12:00:58.373210684,LOM0_C3400,0.11,0.14,3,5
2020.04.30D12:00:58.375879182,LOM0_C1850,2.32,2.4,3,18
2020.04.30D12:00:58.375882682,LOM0_P4050,22.04,24.17,1,1
2020.04.30D12:00:58.375887602,LON0_C550,13.93,0,1,0
2020.04.30D12:00:58.377968766,LON0_P2150,4.42,4.56,9,9
2020.04.30D12:00:58.377972299,LON0_C2250,2.91,3.02,5,17
2020.04.30D12:00:58.378136668,LON0_C3000,0.81,0.86,1,21
2020.04.30D12:00:58.393937017,LON0_P950,1.44,1.54,30,19
2020.04.30D12:00:58.399406968,LOM0_P4050,22.03,24.17,1,1
2020.04.30D12:00:58.400261209,LOM0_C2000,1.64,1.71,13,9
2020.04.30D12:00:58.400264731,LON0_P1600,2.55,2.62,3,16
2020.04.30D12:00:58.400268710,LON0_C2200,3.14,3.26,8,18
2020.04.30D12:00:58.400273062,LOM0_C300,13.96,0,1,0
2020.04.30D12:00:58.400277100,LOM0_C350,13.5,0,1,0
2020.04.30D12:00:58.400281249,LOM0_C400,13.04,0,1,0
2020.04.30D12:00:58.478413722,LOM0_C2650,0.34,0.4,9,20
2020.04.30D12:00:58.505482663,LOM0_C2100,1.29,1.37,11,14
2020.04.30D12:00:58.526820260,LOM0_C2250,0.9,0.96,13,12
2020.04.30D12:00:58.539324176,LOM0_C2500,0.48,0.53,11,19
2020.04.30D12:00:58.539328498,LOM0_C2950,0.2,0.24,7,2
2020.04.30D12:00:58.539365928,LON0_P2300,5.2,5.35,8,8
2020.04.30D12:00:58.539370398,LON0_P2350,5.49,5.64,8,8
2020.04.30D12:00:58.566470130,LOM0_P1650,2.52,2.6,3,6
2020.04.30D12:00:58.566474542,LOM0_C2050,1.46,1.54,5,17
2020.04.30D12:00:58.566487526,LOM0_P1700,2.7,2.78,7,8
2020.04.30D12:00:58.566491819,LON0_P1900,3.4,3.5,11,8
2020.04.30D12:00:58.566495744,LOM0_P1750,2.89,2.98,10,10
2020.04.30D12:00:58.566499962,LON0_P2100,4.19,4.31,9,4
2020.04.30D12:00:58.567759806,LOM0_P1700,2.7,2.78,7,8
2020.04.30D12:00:58.567763090,LOM0_P1750,2.89,2.98,5,10
2020.04.30D12:00:58.567767131,LOM0_P1650,2.52,2.6,3,11
2020.04.30D12:00:58.593387146,LOM0_C2350,0.68,0.75,22,16
2020.04.30D12:00:58.593520314,LOM0_C3850,0.06,0.08,6,28
2020.04.30D12:00:58.593688721,LOM0_P1250,1.51,1.57,8,9
2020.04.30D12:00:58.593692054,LOM0_P1850,3.34,3.44,5,5
2020.04.30D12:00:58.593755295,LOM0_C2350,0.68,0.75,22,16
2020.04.30D12:00:58.593878987,LOM0_P1250,1.51,1.57,8,9
2020.04.30D12:00:58.594877945,LOM0_P1850,3.34,3.44,5,5
2020.04.30D12:00:58.606183902,LOM0_P4400,25.51,0,1,0
2020.04.30D12:00:58.650277470,LOM0_P1850,3.34,3.44,5,5
2020.04.30D12:00:58.650280882,LOM0_C2650,0.34,0.4,9,20
2020.04.30D12:00:58.678295886,LOM0_C1850,2.32,2.4,3,18
2020.04.30D12:00:58.678402026,LOM0_C2000,1.64,1.71,10,9
2020.04.30D12:00:58.678405374,LOM0_C2250,0.9,0.96,9,12
2020.04.30D12:00:58.678409836,LON0_C2200,3.14,3.26,8,18
2020.04.30D12:00:58.678414081,LON0_C2450,2.1,2.19,5,16
2020.04.30D12:00:58.678418086,LON0_P1600,2.55,2.62,3,12
2020.04.30D12:00:58.678422307,LON0_P1700,2.77,2.88,11,17
2020.04.30D12:00:58.678430124,LOM0_C2350,0.68,0.75,15,16
2020.04.30D12:00:58.678623095,LOM0_C2350,0.68,0.75,15,16
2020.04.30D12:00:58.678814671,LON0_C2750,1.23,1.33,7,18
2020.04.30D12:00:58.678842867,LON0_C300,16.32,0,1,0
2020.04.30D12:00:58.681008197,LON0_P1300,1.91,2,29,3
2020.04.30D12:00:58.697259347,LOM0_P4050,22.03,24.18,1,1
2020.04.30D12:00:58.697263264,LON0_C550,13.92,0,1,0
2020.04.30D12:00:58.697329309,LOM0_C2000,1.64,1.71,10,9
2020.04.30D12:00:58.706616277,LON0_P1600,2.55,2.62,3,12
2020.04.30D12:00:58.706619944,LOM0_C300,13.95,0,1,0
2020.04.30D12:00:58.706624261,LOM0_C350,13.49,0,1,0
2020.04.30D12:00:58.706628419,LOM0_C400,13.03,0,1,0
2020.04.30D12:00:58.706632478,LON0_C300,16.31,0,1,0
2020.04.30D12:00:58.712977411,LOM0_C1850,2.32,2.4,3,18
2020.04.30D12:00:58.712982588,LOM0_C2000,1.64,1.71,10,9
2020.04.30D12:00:58.712987471,LON0_C550,13.93,0,1,0
2020.04.30D12:00:58.720782742,LON0_C350,15.81,0,1,0
2020.04.30D12:00:58.720861874,LON0_C2450,2.1,2.19,5,16
2020.04.30D12:00:58.720865376,LON0_P1700,2.77,2.88,11,20
2020.04.30D12:00:58.721031543,LOM0_P4400,25.52,0,1,0
2020.04.30D12:00:58.721254965,LOM0_C2000,1.64,1.71,13,9
2020.04.30D12:00:58.721258674,LON0_C2200,3.14,3.26,8,18
2020.04.30D12:00:58.721262743,LON0_P1600,2.55,2.62,3,16
2020.04.30D12:00:58.721267055,LOM0_C2250,0.9,0.96,13,12
2020.04.30D12:00:58.729550976,LOM0_P4050,22.03,24.17,1,1
2020.04.30D12:00:58.729621616,LON0_C400,15.32,0,1,0
2020.04.30D12:00:58.729625169,LON0_C450,14.84,0,1,0
2020.04.30D12:00:58.729629406,LON0_C550,13.92,0,1,0
2020.04.30D12:00:58.734327802,LON0_C2700,1.34,1.45,12,18
2020.04.30D12:00:58.734361477,LOM0_P1800,3.1,3.21,25,10
2020.04.30D12:00:58.734384288,LON0_C2700,1.34,1.45,12,18
2020.04.30D12:00:58.746855792,LOM0_C2700,0.3,0.34,10,4
2020.04.30D12:00:58.747784470,LON0_P2300,5.2,5.35,8,6
2020.04.30D12:00:58.747790630,LON0_P2350,5.49,5.64,8,6
2020.04.30D12:00:58.747793488,LOM0_C2050,1.46,1.54,5,17
2020.04.30D12:00:58.752141117,LOM0_C150,15.39,0,1,0
2020.04.30D12:00:58.752146755,LOM0_C200,14.89,0,1,0
2020.04.30D12:00:58.752152278,LOM0_C250,14.41,0,1,0
2020.04.30D12:00:58.752156837,LOM0_P4000,21.54,23.69,1,1
2020.04.30D12:00:58.752210894,LOM0_P1000,1.16,1.21,5,10
2020.04.30D12:00:58.752214329,LOM0_P4000,21.53,23.69,1,1
2020.04.30D12:00:58.752218784,LOM0_P4400,25.51,0,1,0
2020.04.30D12:00:58.752223287,LOM0_P5000,31.49,0,1,0
2020.04.30D12:00:58.762413502,LOM0_C100,15.94,0,1,0
2020.04.30D12:00:58.762417656,LOM0_C300,13.94,0,1,0
2020.04.30D12:00:58.762422376,LOM0_C350,13.48,0,1,0
2020.04.30D12:00:58.762426533,LOM0_C400,13.02,0,1,0
2020.04.30D12:00:58.762430709,LOM0_C450,12.56,0,1,0
2020.04.30D12:00:58.762434747,LOM0_C500,12.1,0,1,0
2020.04.30D12:00:58.762440807,LOM0_P4050,22.03,24.18,1,1
2020.04.30D12:00:58.762443660,LOM0_P4100,22.53,24.68,1,1
2020.04.30D12:00:58.762459509,LOM0_P4050,22.02,24.18,1,1
2020.04.30D12:00:58.762462674,LOM0_P4100,22.52,24.68,1,1
2020.04.30D12:00:58.762466800,LOM0_P4550,27,0,1,0
2020.04.30D12:00:58.763319050,LOM0_C150,15.38,0,1,0
2020.04.30D12:00:58.763322189,LOM0_C200,14.88,0,1,0
2020.04.30D12:00:58.763326317,LOM0_C250,14.4,0,1,0
2020.04.30D12:00:58.763330755,LOM0_P4000,21.53,23.7,1,1
2020.04.30D12:00:58.763348013,LOM0_P4000,21.52,23.7,1,1
2020.04.30D12:00:58.763351263,LOM0_P4400,25.5,0,1,0
2020.04.30D12:00:58.763355364,LOM0_P5000,31.48,0,1,0
2020.04.30D12:00:58.769547340,LOM0_C150,15.37,0,1,0
2020.04.30D12:00:58.769552031,LOM0_C200,14.87,0,1,0
2020.04.30D12:00:58.769556897,LOM0_C250,14.39,0,1,0
2020.04.30D12:00:58.769561159,LOM0_P4000,21.52,23.71,1,1
2020.04.30D12:00:58.769565334,LOM0_C100,15.93,0,1,0
2020.04.30D12:00:58.769569555,LOM0_C300,13.93,0,1,0
2020.04.30D12:00:58.769573620,LOM0_C350,13.47,0,1,0
2020.04.30D12:00:58.769577851,LOM0_C400,13.01,0,1,0
2020.04.30D12:00:58.769581998,LOM0_C450,12.55,0,1,0
2020.04.30D12:00:58.769586229,LOM0_C500,12.09,0,1,0
2020.04.30D12:00:58.769590328,LOM0_P4050,22.02,24.19,1,1
2020.04.30D12:00:58.769596532,LOM0_P4100,22.52,24.69,1,1
2020.04.30D12:00:58.769611592,LOM0_P4000,21.51,23.71,1,1
2020.04.30D12:00:58.769615018,LOM0_P4400,25.49,0,1,0
2020.04.30D12:00:58.769618941,LOM0_P5000,31.47,0,1,0
2020.04.30D12:00:58.769623016,LOM0_P4050,22.01,24.19,1,1
2020.04.30D12:00:58.769626953,LOM0_P4100,22.51,24.69,1,1
2020.04.30D12:00:58.769631246,LOM0_P4550,26.99,0,1,0
2020.04.30D12:00:58.769754466,LOM0_C100,15.92,0,1,0
2020.04.30D12:00:58.769757781,LOM0_C300,13.92,0,1,0
2020.04.30D12:00:58.769762142,LOM0_C350,13.46,0,1,0
2020.04.30D12:00:58.769766217,LOM0_C400,13,0,1,0
2020.04.30D12:00:58.769770307,LOM0_C450,12.54,0,1,0
2020.04.30D12:00:58.769774412,LOM0_C500,12.08,0,1,0
2020.04.30D12:00:58.769778411,LOM0_P4050,22.01,24.2,1,1
2020.04.30D12:00:58.769782482,LOM0_P4100,22.51,24.7,1,1
2020.04.30D12:00:58.769793040,LOM0_P4050,22,24.2,1,1
2020.04.30D12:00:58.769796312,LOM0_P4100,22.5,24.7,1,1
2020.04.30D12:00:58.769800294,LOM0_P4550,26.98,0,1,0
2020.04.30D12:00:58.774283301,LOM0_P1650,2.52,2.6,7,11
2020.04.30D12:00:58.774287574,LOM0_P1700,2.7,2.78,7,4
2020.04.30D12:00:58.774291718,LON0_P1900,3.4,3.5,11,8
2020.04.30D12:00:58.774295768,LOM0_P1750,2.89,2.98,5,6
2020.04.30D12:00:58.774299961,LON0_P2100,4.19,4.31,9,4
2020.04.30D12:00:58.774500506,LOM0_P1650,2.52,2.6,7,6
2020.04.30D12:00:58.774503753,LOM0_P1750,2.89,2.98,10,6
2020.04.30D12:00:58.828521645,LOM0_P1850,3.34,3.44,5,5
2020.04.30D12:00:58.828525682,LOM0_C2100,1.29,1.37,11,14
2020.04.30D12:00:58.841766819,LOM0_P1800,3.1,3.21,25,10
2020.04.30D12:00:58.841783885,LON0_C2700,1.34,1.45,12,18
2020.04.30D12:00:58.854820344,LOM0_C100,15.91,0,1,0
2020.04.30D12:00:58.854824511,LOM0_C300,13.91,0,1,0
2020.04.30D12:00:58.854829137,LOM0_C350,13.45,0,1,0
2020.04.30D12:00:58.854833334,LOM0_C400,12.99,0,1,0
2020.04.30D12:00:58.854837399,LOM0_C450,12.53,0,1,0
2020.04.30D12:00:58.854841526,LOM0_C500,12.07,0,1,0
2020.04.30D12:00:58.854845599,LOM0_P4050,22,24.21,1,1
2020.04.30D12:00:58.854849748,LOM0_P4100,22.5,24.71,1,1
2020.04.30D12:00:58.854860757,LOM0_P4050,21.99,24.21,1,1
2020.04.30D12:00:58.854864194,LOM0_P4100,22.49,24.71,1,1
2020.04.30D12:00:58.854868188,LOM0_P4550,26.97,0,1,0
2020.04.30D12:00:58.857282396,LOM0_C150,15.36,0,1,0
2020.04.30D12:00:58.857286324,LOM0_C200,14.86,0,1,0
2020.04.30D12:00:58.857292006,LOM0_C250,14.38,0,1,0
2020.04.30D12:00:58.857294855,LOM0_P4000,21.51,23.72,1,1
2020.04.30D12:00:58.857320558,LOM0_P4000,21.5,23.72,2,1
2020.04.30D12:00:58.857323732,LOM0_P4400,25.48,0,1,0
2020.04.30D12:00:58.857327728,LOM0_P5000,31.46,0,1,0
2020.04.30D12:00:58.872663735,LOM0_C100,15.9,0,1,0
2020.04.30D12:00:58.872667619,LOM0_C300,13.9,0,1,0
2020.04.30D12:00:58.872673292,LOM0_C350,13.44,0,1,0
